Country,State,County,Payam,HF,DHIS2 ID,Health Facility,HF Level,Colours,Block,LOT
South Sudan,Jonglei State,Duk County,Ageer Payam,Patuenoi PHCU,zy2JXWRgzxb,Patuenoi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Duk County,Panyang Payam,Patuet PHCU,yBP79xC2upt,Patuet PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj South County,Wath-alel Payam,Pawel PHCU,VlNxj1Wik6s,Pawel PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Paweng Payam,Paweng PHCC,qVl0vZgpPq2,Paweng PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Uror County,Pathai Payam,Payai PHCU,fKcHMpJHmat,Payai PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Mugwo Payam,Payawa PHCU,qnUER7UwslE,Payawa PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Akon South Payam,Peeth PHCU,rJ5J7I2cXVz,Peeth PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Manyo County,Kitgwang Payam,Pen PHCU,We8eGXuISN7,Pen PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tindilo Payam,Peri PHCU,Yma0DAfZosc,Peri PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Akon North Payam (Aweil E),Peth PHCU,CaytGdd0MtJ,Peth PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pibor County,Pibor Payam,Pibor PHCC,olSq3f1FuIV,Pibor PHCC,   County Hospital,Green,#REF!,#REF!
South Sudan,Unity State,Leer County,Pilieny Payam,Pilieny PHCU,lIJwnQgqbg7,Pilieny PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Toch West Payam,Pinydit PHCU,pxdH2ujNJbh,Pinydit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maiwut County,Pagak Payam (Maiwut),Pinythor PHCU,xwWCAXFtlVk,Pinythor PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Lotukei Payam,Piobokoi PHCU,KNI7sz29X43,Piobokoi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Rokon Payam,Pirisa PHCU,h2U74v0aAqC,Pirisa PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Lasu Payam,Pisak PHCU,DBH1VdXTzdU,Pisak PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,POC clininc IDPs PHCC,D5Dx95qSu7v,POC clininc IDPs PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pochalla County,Pochalla Payam,Pochalla PHCC,Eld91GNCApn,Pochalla PHCC,   County Hospital,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Bangolo Payam,Ledingwa PHCU,IRkTqmMKAjw,Ledingwa PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Nyirol County,Thol Payam,Pokbor PHCU,GC06O53ff4S,Pokbor PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Duk County,Ageer Payam,Poktap PHCC,Kytm6e0bufQ,Poktap PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maban County,Jinkuata Payam,Poumki PHCU,GKeN9k2vLFL,Poumki PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Mayom County,Pub Payam,Pub PHCU,KW3DjpltsIr,Pub PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Uror County,Wuror Payam,Pulchol PHCC,GdzmAPt4AIg,Pulchol PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Fangak County,Paguer Payam,Pulita PHCU,VLpL4GtI6hb,Pulita PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Nyirol County,Thol Payam,Pultruk PHCC,l6BLSZtpJQA,Pultruk PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Raga Payam,Raja HOSPITAL,XSSl9KzeEQA,Raja HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Rejaf Payam,Rajaf East PHCC,OztCKjhtpbS,Rajaf East PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Maridi Payam,Ras-Tigi PHCU,PcIB2V3ghpm,Ras-Tigi PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Unity State,Rubkona County,Budaang Payam,Reang PHCC,naCfXwh4Piu,Reang PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Upper Nile State,Renk County,North Renk Payam,Renk HOSPITAL,ogYBD3SCt5Q,Renk HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Unity State,Mayom County,Riah Payam,Riah PHCU,OZigDLH402p,Riah PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,Rial Diit PHCC,Qm9GElrxwFw,Rial Diit PHCC,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Akoka County,Rom Payam,Riang PHCU,R0N6o3nD1y9,Riang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Akoka County,Wunthow Payam,Riang PHCU,SWkJUemVmss,Riang PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Jonglei State,Nyirol County,Nyambor Payam,Riang PHCU,NlNy6WkCkvO,Riang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Mariem West Payam,Riangangon PHCU,eKrzHS4FcLm,Riangangon PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Baliet County,Nyongkuach Payam,Riangnum PHCU,kTpSlh806Xe,Riangnum PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Koch County,Jaak Payam,Rier PHCU,POlD8BIeWSU,Rier PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Besselia Payam,Rihan Fei PHCU,Ua4aGAA3fyL,Rihan Fei PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Rijong Payam,Rijong PHCC,G0vtSs4R8uu,Rijong PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Rimeize PHCU,ZtSFfcvfsOD,Rimeize PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Ringasi Payam,Ringasi PHCC,JbuIhM7bvFU,Ringasi PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Najie Payam,Riwoto PHCC,Cx4FItlS5fY,Riwoto PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Rocrocdong Payam,RocRoc Dong PHCU,brILqFGZoDP,RocRoc Dong PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Morobo County,Gulumbi Payam,Rodoba PHCU,VJ5sKaOM7Ds,Rodoba PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual North Payam,Roingut PHCU,QfTnSoFrZoO,Roingut PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Rokon Payam,Rokon PHCC,XqHcke830dw,Rokon PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Akoka County,Rom Payam (Baliet),Rom PHCU,fxQ2Y1dkzaS,Rom PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Renk County,Geger Payam,Romale PHCU,sNsOjcBKjed,Romale PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Lainya County,Mukaya Payam,Roronyo PHCC,vnA1FRRD1sW,Roronyo PHCC,   PHCC,Orange,#REF!,#REF!
South Sudan,Unity State,Mayom County,Ruathnyibuol Payam,Ruadhnyibol PHCU,pbbcS9tzr5f,Ruadhnyibol PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj North County,Rual-bet Payam,Rualbet PHCU,BIPdEQWSeKv,Rualbet PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Rubkona County,Rubkotne Payam,Rubkona Care PHCC,QlvQ2POshjh,Rubkona Care PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Unity State,Mayendit County,Dablual Payam,Rubkuay PHCC,aeIwADWEGbE,Rubkuay PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Manikakara Payam,Rubu PHCU,hjwcN3VxQYN,Rubu PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Baach Payam,Rum Aker PHCU,lTQza3XMdJv,Rum Aker PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Paliang Payam,Rumabuth PHCC,YWBIeYJ1atN,Rumabuth PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek Centre County,Rumbek Town Payam,Rumbek State HOSPITAL,yybRADmUXTh,Rumbek State HOSPITAL,  State Hospital,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Madhol Payam,Rumrol PHCU,NE7rQMVONn6,Rumrol PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,Rumwel PHCU,Wnvp8ouxvm5,Rumwel PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,Rumwet Kor PHCU,WJCqaRSu5UW,Rumwet Kor PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Toch East Payam,Ruot PHCU,GbwmpoBlWs2,Ruot PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Ulang County,Yomding Payam,Rup Board PHCC,xEG2PqoGWkW,Rup Board PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Rwonyi PHCU,kMzl2pTCafe,Rwonyi PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Sakure Payam,Sakure PHCC,GR059OrPc4d,Sakure PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Sakure Payam,Sakure PHCU,p9i6yJnkVa1,Sakure PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Sangua Payam,Sangua One PHCU,Jh6a3M2aMzs,Sangua One PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Sangua Payam,Sangua Two PHCU,asyon5HaN8P,Sangua Two PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Kajo-Keji County,Kangapo One Payam,Saregoro PHCU,Z6g2W3RcVzN,Saregoro PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Saura one PHCU,BcVc8mdBEhP,Saura one PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Kajo-Keji County,Kangapo One Payam,Sera Jale PHCU,nKl639BKE9G,Sera Jale PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Rokon Payam,Sereng PHCU,DE55dId49oW,Sereng PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Lakes State,Yirol East County,Adior Payam,Shambe PHCU,uMGKZNwaWRu,Shambe PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Maban County,Bunj Payam,Shatta PHCU,ysQut59Vxnq,Shatta PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Sinakpuro PHCU,kyfEbge1qyM,Sinakpuro PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lozoh Payam,Singiriwo PHCU,o4EnmkQzFae,Singiriwo PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Dolo Payam,Sirimon PHCU,v3JKPG8trYN,Sirimon PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Kajo-Keji County,Liwolo Payam,Sokare PHCU,shq5zqnFyBy,Sokare PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Uyujuku Payam,Sopo PHCU,d3sKmSPJFvl,Sopo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Rii - Yubu Payam,Source Yubu PHCC,IkWTV0S5nRN,Source Yubu PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,St Bakhita PHCC,FiCv14AWWKo,St Bakhita PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang North Payam,St Theresa Isohe Mission HOSPITAL,u5ZuL45eQdM,St Theresa Isohe Mission HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Munuki Payam,St.Kizito PHCC,l960mY5guRT,St.Kizito PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Sue PHCU,OZQLaYaqgq8,Sue PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Dolo Payam,Sure PHCU,SZ6Extp8z27,Sure PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Burgilo Payam,Taar PHCU,W2zQpYKOecc,Taar PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Tali PHCC,tONQ4mMpO42,Tali PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Tambura County Hospital,iw5LCW5Oq5m,Tambura County Hospital,   County Hospital,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Tambura PHCC,XJDSlOAZ6fc,Tambura PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Maruko Payam,Tanamuko PHCU,UyVbu42BdvV,Tanamuko PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Akobo County,Diror Payam,Tangnyang PHCU,CKrlfIRf7S0,Tangnyang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Terekeka Payam,Terekeka PHCC,OtBqwUzgXPz,Terekeka PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Unity State,Mayendit County,Rubkuay Payam,Thakker PHCU,xmH0obblqDl,Thakker PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Wau Bai Payam,Tharkueng PHCC,J1de0sxsq6z,Tharkueng PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj South County,Thiet Payam,Thiet PHCC,RLcNB5rF4hT,Thiet PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Akobo County,Dengjok Payam,Thokwath PHCU,PMWkm3Lp0tG,Thokwath PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Yirol East County,Pagarau Payam,Thonabutkok PHCU,oJQWk0p0fyP,Thonabutkok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Leer County,Yang Payam,Thonyor PHCC,t2IBP0paDla,Thonyor PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Manyo County,Kaka Payam,Thorgwang PHCU,BJkQ9ZT1YPj,Thorgwang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maban County,Bunj Payam,Thougji PHCU,nCAJrAZ7elU,Thougji PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Kuac South Payam,Thurnyior PHCU,klPqO70g4yp,Thurnyior PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Tiap Payam,Tiap PHCU,NPPGLlq1fKK,Tiap PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Cueibet County,Pagor Payam,Tiap Tiap PHCU,jILKXi7hBpZ,Tiap Tiap PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil South County,Tiar-aleit Payam,Tiar-aleit PHCU,Yvmvtbfqc21,Tiar-aleit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Tiindoka PHCU,chrGTahniqJ,Tiindoka PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Tijor Payam,Tijor Centre PHCC,NTThyJxVYrj,Tijor Centre PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Ere Payam,Timsah PHCC,huzchVHtg6w,Timsah PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Hiyala Payam,Tirangore PHCU,sqRwc9Xtuay,Tirangore PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Kpaile Payam,Tirga PHCU,XNl5GBndAyy,Tirga PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,Tit Chok PHCC,WMmYu7OobSk,Tit Chok PHCC,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Wunrok Payam,Titchok PHCU,hqTxZt3tIky,Titchok PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Twic County,Akoc Payam,Toch Noon PHCC,RCufUMCHolU,Toch Noon PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Rokon Payam,Toko-Ko-Tulu PHCU,auEikxAUt6W,Toko-Ko-Tulu PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tombek Payam,Tombek PHCC,Pa9PESwxaIS,Tombek PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Baidit Payam,Tong PHCU,rYzlr4l5x7F,Tong PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj South County,Tonj Payam,Tonj HOSPITAL,OhN8r0I6FBh,Tonj HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Lakes State,Wulu County,Wulu Payam,Tonjo PHCU,F0719xkigHT,Tonjo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Nyong Payam,Torit State HOSPITAL,SC2ch4Wxfq3,Torit State HOSPITAL,  State Hospital,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Ikotos Payam,Tseretenya PHCU,Sp21H8FAGzu,Tseretenya PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Muni Payam,Tukoro PHCU,tzQSfjPiJMu,Tukoro PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Ngauro Payam,Tulugi PHCU,DnAzm6we1iK,Tulugi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Turalei Payam,Turalei PHCC,xpDp9OiWlDE,Turalei PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maiwut County,Jekow Payam,Turuw PHCU,yiyrucTrB1Z,Turuw PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Nyirol County,Thol Payam,Tut Majok PHCU,j4Jr13AaCwB,Tut Majok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Mayendit County,Tutnyang Payam,Tutnyang PHCU,eqqhja8aiJ7,Tutnyang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Mariem West Payam,Udhum DTC PHCC,aU4qZydKIBY,Udhum DTC PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Udici Payam,Udici PHCC,UTPeD2nj0PI,Udici PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Marguna Payam,Ukwanya PHCU,dJPEMzp2QT3,Ukwanya PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Ulang County,Ulang Payam,Ulang PHCC,JP83EwQqpnr,Ulang PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maiwut County,Olang Payam,Uleng PHCU,PlPti9pF5vs,Uleng PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Pachidi Payam,Upuo PHCU,d1RWBUx3SbD,Upuo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Usratuna PHCC,lY6ijQFgr5X,Usratuna PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pibor County,Vertheth Payam,Vertheth PHCU,w6hOQJsjIt7,Vertheth PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Nyirol County,Waat Payam,Waat PHCC,Y60V7ZLdPZd,Waat PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Manyo County,Wadakona Payam,Wadakona PHCC,IV0Pej0l60h,Wadakona PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Wulu County,Domoloto Payam,Wako PHCU,Cy12agmhemg,Wako PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Northern Bari Payam,Walawalang PHCU,QfimAFWsaAp,Walawalang PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Jonglei State,Akobo County,Walgak Payam,Walgak PHCC,CCzq532FzNy,Walgak PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Melut County,Wunamum Payam,Wanamum PHCU,C1GKUSwzLtT,Wanamum PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Kediba Payam,Wandi PHCU,aJXbKzABBWw,Wandi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Luakpiny/Nasir County,Kuerenge-ke Payam,Wanding PHCU,xqJ6BUuoICq,Wanding PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Fangak County,Old Fangak Payam,Wangchoat PHCU,cSmZepURvTK,Wangchoat PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Unity State,Mayom County,Wangkei Payam,Wangkei PHCC,pRaIeHTEEJW,Wangkei PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Jonglei State,Twic East County,Nyuak Payam,Wangulei PHCU,BR9HrEinhkO,Wangulei PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj South County,Wath-alel Payam,Wanh Alel PHCU,gSgrKIxskhE,Wanh Alel PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Gameiza Payam,Wanyang PHCU,zFo1Uwwb6ts,Wanyang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Malakal County,Warajwok Payam,Warajwok PHCU,mHENqGwaGWi,Warajwok PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,Warapei PHCC,oDstxaoYPb5,Warapei PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Baach Payam,Warawar PHCU,j0FRIjq3PQe,Warawar PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual West Payam (Aweil N),Warchuei PHCU,XdfSWQbR3Ya,Warchuei PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,Wargeng PHCU,QfXNfh4xAkg,Wargeng PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Yargot Payam,Warlang PHCU,uplsgkEBafn,Warlang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj North County,Warrap Payam,Warrap  PHCC,SVYqkXq6CGj,Warrap  PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kangi Payam,Warrieth PHCU,cq3LZsyloaW,Warrieth PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Longochuk Payam,Warweng PHCU,dYOOZzns8px,Warweng PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Guelguk Payam,Watber PHCC,jRgm2pE2sAq,Watber PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil South County,Wathmuok Payam,Wathmouk PHCU,W74zc6gw9kq,Wathmouk PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual East Payam,Wathok PHCU,Hn1taBQoAGV,Wathok PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Malakal County,Ogot Payam,Wau Shilluk PHCU,IHsj4wP9pAl,Wau Shilluk PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Wau Sika Hadid PHCC,NU5h0UydOYO,Wau Sika Hadid PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Wau Teaching HOSPITAL,ZdlmjsxZMzR,Wau Teaching HOSPITAL, Teaching Hospital,Orange,#REF!,#REF!
South Sudan,Jonglei State,Ayod County,Pagil Payam,Wechding PHCU,RbNefjY7CO8,Wechding PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Gomjuer East Payam,Wedweil PHCC,N2lW9JdSlMd,Wedweil PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Nyirol County,Pading Payam,Wenyal PHCU,yr8nLkZF13H,Wenyal PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Dajo Payam,Wichlita PHCU,Qs240yF9Z8S,Wichlita PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lozoh Payam,Wiroh PHCU,hG3jkaKr4Qi,Wiroh PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Kozi Payam,Woko PHCC,VR7Ips9sGs9,Woko PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Karukomuge Payam,Wokobu PHCU,la7BJl8faB0,Wokobu PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Wonduruba Payam,Wonduruba PHCC,Kodq1BjHROl,Wonduruba PHCC,   PHCC,Green,#REF!,#REF!
